name,cube,rel,var,den,n=10,n=100,n=1000,n=10000,n=100000
g9534_g11707_A,10,0,6,2.1875000000e-01,9.1529670527e-01,9.9999999998e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9676_g13104_A,100,0,53,1.7712402412e-01,8.5765447075e-01,9.9999999658e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9822_g13129_A,100,0,53,1.9738769575e-01,8.8906767050e-01,9.9999999972e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9534_g11716_A,10,0,6,2.1875000000e-01,9.1529670527e-01,9.9999999998e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3678_g11730_B,2,0,6,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6314_g15664_B,2,0,4,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3566_g13525_B,2,0,4,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7085_g15901_B,20,0,7,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3566_g13561_B,2,0,4,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4671_g17219_A,100,0,109,7.5240627193e-03,7.2743555654e-02,5.3010740272e-01,9.9947520942e-01,1.0000000000e+00,1.0000000000e+00
g6568_g18201_B,4,0,7,2.3437500000e-02,2.1113909478e-01,9.0667363815e-01,9.9999999995e-01,1.0000000000e+00,1.0000000000e+00
g1186_g24627_A,100,0,53,1.0162364226e-02,9.7100056034e-02,6.3992227112e-01,9.9996335940e-01,1.0000000000e+00,1.0000000000e+00
g6945_g25023_B,100,0,31,8.2493224181e-03,7.9497317094e-02,5.6323222696e-01,9.9974735782e-01,1.0000000000e+00,1.0000000000e+00
g6751_g25064_B,100,0,29,1.8626451492e-07,1.8626435880e-06,1.8626279756e-05,1.8624718611e-04,1.8609116755e-03,1.8454052909e-02
g3338_g24463_B,100,0,29,4.8846378922e-04,4.8739150065e-03,4.7683948725e-02,3.8650497650e-01,9.9244715726e-01,1.0000000000e+00
g3650_g24466_B,100,0,28,1.8474861979e-02,1.7012196730e-01,8.4506744339e-01,9.9999999203e-01,1.0000000000e+00,1.0000000000e+00
g7391_g25063_B,100,0,28,1.3603519648e-02,1.2800270151e-01,7.4581413596e-01,9.9999887406e-01,1.0000000000e+00,1.0000000000e+00
g3806_g24472_B,100,0,28,1.3686485589e-02,1.2873586207e-01,7.4794321979e-01,9.9999896490e-01,1.0000000000e+00,1.0000000000e+00
g3306_g26772_B,100,0,31,2.6787668467e-02,2.3778756064e-01,9.3381488587e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g219_g8327_B,100,0,108,3.6987452994e-02,3.1400736116e-01,9.7692219207e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g240_g8387_B,100,0,108,4.0513628508e-02,3.3871586417e-01,9.8400880050e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g411_g9764_B,100,0,34,7.3686444375e-02,5.3486374121e-01,9.9952597423e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6448_g10194_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7488_g10270_A,100,0,85,5.3638039443e-07,5.3637909977e-06,5.3636615334e-05,5.3623671196e-04,5.3494458641e-03,5.2224912008e-02
g3366_g10288_A,100,0,58,1.8378843847e-04,1.8363651109e-03,1.8212641188e-02,1.6790222716e-01,8.4087310231e-01,9.9999998959e-01
g4644_g10296_B,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4693_g10319_B,100,0,82,2.2025824919e-07,2.2025803087e-06,2.2025584777e-05,2.2023401837e-04,2.2001588290e-03,2.1785029970e-02
g4760_g10369_B,100,0,70,8.0482016660e-05,8.0452874818e-04,8.0162228904e-03,7.7331492241e-02,5.5284614775e-01,9.9968042723e-01
g3494_g10376_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1276_g10379_B,100,0,59,1.1147718309e-01,6.9331972224e-01,9.9999264033e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4821_g10389_B,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4888_g10430_B,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6643_g10494_A,100,0,58,1.0552809085e-01,6.7215613489e-01,9.9998565599e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3462_g10498_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5044_g10499_B,100,0,27,1.4235056937e-02,1.3356957955e-01,7.6158316410e-01,9.9999940657e-01,1.0000000000e+00,1.0000000000e+00
g6945_g10507_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7195_g10518_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3678_g10525_A,100,0,58,4.3880439712e-03,4.3024029395e-02,3.5581541373e-01,9.8769438594e-01,1.0000000000e+00,1.0000000000e+00
g7358_g10526_A,42,0,36,2.1969953814e-03,2.1754015974e-02,1.9743403794e-01,8.8913170530e-01,9.9999999972e-01,1.0000000000e+00
g6643_g10557_A,100,0,59,1.0623451257e-01,6.7473614527e-01,9.9998674566e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3366_g10558_A,100,0,71,4.6366517442e-07,4.6366420699e-06,4.6365453281e-05,4.6355780578e-04,4.6259201388e-03,4.5308023469e-02
g6713_g10559_A,76,0,25,9.2773437500e-03,8.8994608334e-02,6.0626005802e-01,9.9991044399e-01,1.0000000000e+00,1.0000000000e+00
g1294_g10568_B,100,0,50,1.3959384256e-01,7.7765104264e-01,9.9999970464e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7195_g10581_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7391_g10592_A,4,0,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5224_g10598_B,100,0,70,2.3250281608e-05,2.3247849169e-04,2.3223543428e-03,2.2982340527e-02,2.0745462472e-01,9.0222195247e-01
g2679_g10641_B,100,0,60,1.4061167827e-01,7.8026740869e-01,9.9999973761e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5286_g10644_B,100,0,84,1.7716781220e-07,1.7716767095e-06,1.7716625848e-05,1.7715213460e-04,1.7701097834e-03,1.7560763339e-02
g7391_g10691_A,100,0,61,1.0652842743e-01,6.7580419427e-01,9.9998717451e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g8643_g11805_B,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7916_g12128_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g8882_g12331_B,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6418_g13671_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7632_g13933_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7739_g14213_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7760_g14327_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7964_g15320_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4492_g15336_A,2,0,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4763_g15470_A,2,0,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4800_g15487_A,2,0,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5618_g16046_A,1,0,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4049_g17408_A,4,0,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4254_g17527_A,4,0,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4480_g17652_A,4,0,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4905_g17902_A,4,0,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5012_g17966_A,4,0,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5126_g18059_A,4,0,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4211_g19694_A,2,0,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4266_g19711_A,2,0,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6131_g19726_B,1,0,4,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2033_g19784_A,1,0,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2040_g19786_A,1,0,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4705_g19821_A,2,0,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9356_g21290_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9453_g21292_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9595_g21303_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9187_g21306_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9374_g21308_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9248_g21335_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9471_g21337_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9407_g21374_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9216_g21394_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9649_g21411_A,1,0,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6632_g21494_A,2,0,8,1.1718750000e-02,1.1119690418e-01,6.9235094430e-01,9.9999240451e-01,1.0000000000e+00,1.0000000000e+00
g6153_g22665_B,4,0,7,1.8750000000e-01,8.7461843207e-01,9.9999999904e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g8062_g23547_A,12,0,13,4.9987792969e-01,9.9902105069e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g8203_g23559_A,12,0,13,4.9987792969e-01,9.9902105069e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4041_g23599_A,12,0,13,4.9987792969e-01,9.9902105069e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4246_g23664_A,12,0,13,4.9987792969e-01,9.9902105069e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4275_g23671_A,12,0,13,4.9987792969e-01,9.9902105069e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2903_g23972_A,5,0,7,2.4218750000e-01,9.3753774684e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6707_g25505_A,2,0,11,1.4648437500e-03,1.4552254196e-02,1.3635352663e-01,7.6913396748e-01,9.9999956987e-01,1.0000000000e+00
g4512_g26269_A,28,0,18,2.8789520264e-01,9.6646957056e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4717_g26316_A,28,0,18,2.8789520264e-01,9.6646957056e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4772_g26333_A,28,0,18,2.8789520264e-01,9.6646957056e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4783_g26340_A,18,0,19,3.8670349121e-01,9.9247156119e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4824_g26344_A,28,0,18,2.8789520264e-01,9.6646957056e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4922_g26372_A,18,0,19,3.8670349121e-01,9.9247156119e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5078_g26414_A,18,0,19,3.8670349121e-01,9.9247156119e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5301_g26488_A,18,0,19,3.8670349121e-01,9.9247156119e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g6068_g26154_A,100,0,50,4.5015360420e-03,4.4114348651e-02,3.6311733927e-01,9.8902020446e-01,1.0000000000e+00,1.0000000000e+00
g6068_g26145_A,74,0,16,7.6599121094e-03,7.4011996083e-02,5.3649587370e-01,9.9954234728e-01,1.0000000000e+00,1.0000000000e+00
g8305_g26148_A,100,0,82,2.5636857954e-03,2.5343109066e-02,2.2639801315e-01,9.2323278863e-01,9.9999999999e-01,1.0000000000e+00
g9058_g30227_B,100,0,79,1.9464175435e-01,8.8521342553e-01,9.9999999960e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g8354_g30337_B,100,0,74,7.2337767265e-05,7.2314224421e-04,7.2079357017e-03,6.9785787901e-02,5.1490175312e-01,9.9927839913e-01
g3554_g12926_B,21,0,10,2.5292968750e-01,9.4584796458e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4632_g23954_A,100,0,27,1.1740826070e-01,7.1318716448e-01,9.9999623308e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g7880_g13332_D,11,0,24,1.5373229980e-03,1.5267313510e-02,1.4259988368e-01,7.8529835055e-01,9.9999979186e-01,1.0000000000e+00
g14177_II23894_A,100,0,100,6.8495973576e-09,6.8495971465e-08,6.8495950352e-07,6.8495739226e-06,6.8493628015e-05,6.8472520674e-04
g15978_II24613_A,100,0,10,1.4941406250e-01,8.0176424752e-01,9.9999990628e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g15296_II24709_B,100,0,100,6.7867364246e-08,6.7867343519e-07,6.7867136250e-06,6.7865063611e-05,6.7844341861e-04,6.7637587687e-03
g14497_II24717_A,100,0,100,3.5811242223e-07,3.5811184513e-06,3.5810607421e-05,3.5804837173e-04,3.5747202834e-03,3.5177612161e-02
g18174_II25539_B,100,0,52,8.7879016064e-08,8.7878981312e-07,8.7878633790e-06,8.7875158678e-05,8.7840417623e-04,8.7494012446e-03
g18286_II25571_B,100,0,52,9.3763446785e-08,9.3763407222e-07,9.3763011603e-06,9.3759055525e-05,9.3719506992e-04,9.3325242609e-03
g780_II25578_A,100,0,55,7.0252212936e-09,7.0252210715e-08,7.0252188506e-07,7.0251966415e-06,7.0249745554e-05,7.0227542093e-04
g18436_II25773_A,100,0,51,1.1036718206e-07,1.1036712725e-06,1.1036657911e-05,1.1036109792e-04,1.1030630597e-03,1.0976037679e-02
g17914_II25880_B,100,0,53,2.5844678930e-07,2.5844648873e-06,2.5844348299e-05,2.5841342820e-04,2.5811313643e-03,2.5513567124e-02
g13519_II28728_A,7,0,10,5.9570312500e-02,4.5891772814e-01,9.9784903646e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g13552_II28767_A,7,0,10,5.9570312500e-02,4.5891772814e-01,9.9784903646e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g22881_II30868_A,59,0,21,2.8840970993e-01,9.6671104720e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g23997_II32335_A,100,0,53,2.4542030005e-03,2.4272756185e-02,2.1786033083e-01,9.1432716599e-01,9.9999999998e-01,1.0000000000e+00
g18247_II32379_A,100,0,51,2.4107251520e-03,2.3847403858e-02,2.1444402450e-01,9.1051064760e-01,9.9999999997e-01,1.0000000000e+00
g18155_II32498_A,100,0,48,2.7811279597e-03,2.7465788136e-02,2.4308192007e-01,9.3827106414e-01,1.0000000000e+00,1.0000000000e+00
g24089_II32575_B,100,0,48,5.2241582544e-03,5.1030403997e-02,4.0772557050e-01,9.9468834535e-01,1.0000000000e+00,1.0000000000e+00
g17815_II32586_A,100,0,48,2.7812857043e-03,2.7467326534e-02,2.4309389325e-01,9.3828082793e-01,1.0000000000e+00,1.0000000000e+00
g18155_II32687_A,100,0,48,3.7766679723e-03,3.7131256344e-02,3.1503104229e-01,9.7726427015e-01,1.0000000000e+00,1.0000000000e+00
g26867_II35702_A,100,0,48,4.6875173300e-01,9.9820949613e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g15074_II35992_B,100,0,30,6.8112209439e-02,5.0610319451e-01,9.9913630149e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g27527_II36257_A,100,0,45,2.9281744724e-02,2.5709724278e-01,9.4879413558e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g27549_II36271_A,100,0,40,2.9099324061e-02,2.5569997355e-01,9.4782285112e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g27865_II37323_A,100,0,48,3.2884895518e-07,3.2884846854e-06,3.2884360222e-05,3.2879494434e-04,3.2830889311e-03,3.2350071208e-02
g27855_II37324_A,100,0,48,4.9714662964e-07,4.9714551745e-06,4.9713439568e-05,4.9702319625e-04,4.9591302408e-03,4.8499127546e-02
g28391_II37813_B,100,0,48,1.1299420066e-06,1.1299362612e-05,1.1298788089e-04,1.1293045002e-03,1.1235827700e-02,1.0684421720e-01
g28842_II38380_A,100,0,48,3.3054217965e-05,3.3049301783e-04,3.3000193540e-03,3.2514425501e-02,2.8146987210e-01,9.6331826849e-01
g6104_g29718_A,100,0,59,3.5656897603e-03,3.5090167509e-02,3.0037177937e-01,9.7190214343e-01,1.0000000000e+00,1.0000000000e+00
g29913_II39541_A,100,0,48,4.6875126521e-01,9.9820948037e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g30034_II39689_B,100,0,48,6.6483382000e-06,6.6481393017e-05,6.6461507552e-04,6.6263088487e-03,6.4321741956e-02,4.8564213996e-01
g30035_II39689_A,100,0,48,8.8811993919e-06,8.8808444597e-05,8.8772961771e-04,8.8419171230e-03,8.4982774591e-02,5.8857308584e-01
g6119_g30594_A,100,0,63,3.0512675961e-03,3.0097106259e-02,2.6331377256e-01,9.5292118675e-01,1.0000000000e+00,1.0000000000e+00
g6980_g13037_B,2,0,6,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3522_g11698_B,2,0,6,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
