name,cube,rel,var,den,n=10,n=100,n=1000,n=10000,n=100000
g731_g7277_B,34,31,30,1.4299526811e-05,1.4298606702e-04,1.4289409952e-03,1.4197874947e-02,1.3324271587e-01,7.6068220042e-01
g849_II16079_A,100,216,178,2.1293007535e-06,2.1292803510e-05,2.1290763400e-04,2.1270376629e-03,2.1067934127e-02,1.9178753399e-01
g878_g3008_B,100,194,187,2.7886271920e-02,2.4634816257e-01,9.4088364845e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g406_g4759_A,100,152,92,4.8524141312e-04,4.8418321648e-03,4.7376877705e-02,3.8452391015e-01,9.9219969005e-01,1.0000000000e+00
g486_g4760_A,100,152,93,4.8500671983e-04,4.8394954590e-03,4.7354509166e-02,3.8437937497e-01,9.9218135284e-01,1.0000000000e+00
g673_g5248_A,19,12,11,4.6533203125e-01,9.9809084289e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g691_g5257_A,19,12,11,4.6533203125e-01,9.9809084289e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g718_g5266_A,19,12,11,4.6533203125e-01,9.9809084289e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g219_g6827_A,2,3,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g186_g6833_A,2,3,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g374_g2496_A,100,183,179,9.9871721584e-02,6.5082426416e-01,9.9997305733e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g758_g2525_B,4,11,11,6.3964843750e-02,4.8367684035e-01,9.9865346993e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g794_g2534_B,2,12,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g378_g3257_A,100,183,176,6.6980448551e-02,5.0007201898e-01,9.9902484321e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g466_g3268_A,55,155,119,3.1189200003e-02,2.7156682706e-01,9.5793729928e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g186_g3908_A,1,5,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g243_g4877_A,4,30,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g148_g5674_A,3,7,6,3.9062500000e-01,9.9293932323e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g366_g6662_A,2,159,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g290_g6792_A,3,7,6,1.0937500000e-01,6.8598614042e-01,9.9999067845e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g718_g8074_A,1,12,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
g3586_g10681_B,51,28,27,2.6257324219e-01,9.5244579551e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4840_g10768_B,70,34,33,1.2194824219e-01,7.2760372352e-01,9.9999775088e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5446_g11458_B,100,159,61,1.8719903030e-01,8.7415321340e-01,9.9999999900e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2695_g11555_A,100,60,50,9.7490638949e-04,9.7064049854e-03,9.2932301818e-02,6.2295167616e-01,9.9994192755e-01,1.0000000000e+00
g1776_II6449_A,2,6,6,4.6875000000e-02,3.8127365236e-01,9.9177783661e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3287_II6837_A,3,7,7,5.4687500000e-02,4.3015858903e-01,9.9638972681e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4607_II8739_A,12,12,9,1.4648437500e-01,7.9482957411e-01,9.9999986783e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4630_II8779_A,12,12,9,1.4648437500e-01,7.9482957411e-01,9.9999986783e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4677_II8804_A,4,8,7,1.1718750000e-01,7.1246895791e-01,9.9999613769e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5608_II9574_A,6,10,10,6.1523437500e-02,4.7005071532e-01,9.9825279806e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g10359_II15879_A,100,153,83,2.8256326914e-04,2.8220425072e-03,2.7864732166e-02,2.4618115440e-01,9.4075251675e-01,1.0000000000e+00
g11496_II17568_A,100,53,41,3.2068487257e-02,2.7815110960e-01,9.6158835272e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1428_II5689_C,1,19,19,1.9073486328e-06,1.9073322620e-05,1.9071685641e-04,1.9055326149e-03,1.8892756223e-02,1.7364849504e-01
g448_g4529_A,100,152,90,4.8314779997e-04,4.8209870913e-03,4.7177317760e-02,3.8323336597e-01,9.9203457943e-01,1.0000000000e+00
g491_g4765_A,100,152,88,4.8417970538e-04,4.8312613136e-03,4.7275682549e-02,3.8386979019e-01,9.9211639177e-01,1.0000000000e+00
g736_g5276_A,19,12,11,4.6533203125e-01,9.9809084289e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g243_g3987_A,1,5,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g770_g4099_A,4,11,11,1.7089843750e-02,1.5833701920e-01,8.2160517230e-01,9.9999996735e-01,1.0000000000e+00,1.0000000000e+00
g774_g4824_A,4,11,11,9.2773437500e-03,8.8994608334e-02,6.0626005802e-01,9.9991044399e-01,1.0000000000e+00,1.0000000000e+00
g627_g5259_A,3,5,5,3.4375000000e-01,9.8518528967e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g549_g6075_A,2,40,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g546_g6186_A,2,40,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g569_g6235_A,2,31,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g673_g7625_A,63,21,21,7.8067779541e-03,7.5381541411e-02,5.4330569905e-01,9.9960531018e-01,1.0000000000e+00,1.0000000000e+00
g727_g8075_A,1,12,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
g686_g8404_A,24,21,12,4.5678710938e-01,9.9776282131e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g9_g9617_A,2,261,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g950_g9643_A,2,266,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g3863_g10684_B,70,34,33,1.1297607422e-01,6.9845415926e-01,9.9999378368e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3586_g10745_B,78,40,39,2.6266479492e-01,9.5250480186e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4840_g10769_B,60,31,30,1.2199401855e-01,7.2774570134e-01,9.9999776258e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3829_g10808_B,100,111,52,3.5965728760e-01,9.8840889839e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5446_g11459_B,100,159,37,1.8727342784e-01,8.7426835642e-01,9.9999999901e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2719_g11559_A,100,60,52,9.7503414365e-04,9.7076713606e-03,9.2943901221e-02,6.2299988958e-01,9.9994200177e-01,1.0000000000e+00
g2776_II6664_B,100,36,24,2.7627944946e-03,2.7286976868e-02,2.4168908970e-01,9.3712571708e-01,1.0000000000e+00,1.0000000000e+00
g2938_II6746_A,8,6,5,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4831_II8669_A,5,9,9,6.0546875000e-02,4.6451026021e-01,9.9806129585e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4374_II8676_A,100,36,25,2.6865005493e-03,2.6542543464e-02,2.3586558300e-01,9.3212691183e-01,1.0000000000e+00,1.0000000000e+00
g5608_II9575_A,6,10,10,6.1523437500e-02,4.7005071532e-01,9.9825279806e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g822_g6775_A,2,12,11,4.8828125000e-04,4.8720976218e-03,4.7666556569e-02,3.8639292465e-01,9.9243335102e-01,1.0000000000e+00
g857_g2528_B,100,216,165,1.3036727905e-03,1.2960512857e-02,1.2230166915e-01,7.2869816922e-01,9.9999783963e-01,1.0000000000e+00
g1499_II5649_A,1,19,19,1.9073486328e-06,1.9073322620e-05,1.9071685641e-04,1.9055326149e-03,1.8892756223e-02,1.7364849504e-01
g986_g3506_A,1,4,4,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g386_g4727_A,100,152,92,4.8479437828e-04,4.8373812924e-03,4.7334270515e-02,3.8424857582e-01,9.9216472489e-01,1.0000000000e+00
g192_g6838_A,2,3,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2998_g10381_B,37,112,33,7.5683593750e-02,5.4479542673e-01,9.9961799753e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g248_g4883_A,4,42,6,1.4062500000e-01,7.8030146796e-01,9.9999973802e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g299_g6353_A,3,7,6,1.0937500000e-01,6.8598614042e-01,9.9999067845e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g691_g7707_A,65,21,21,7.8067779541e-03,7.5381541411e-02,5.4330569905e-01,9.9960531018e-01,1.0000000000e+00,1.0000000000e+00
g272_g9692_A,2,261,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g5859_g10507_B,100,155,47,3.9894104004e-02,3.3443363409e-01,9.8294256718e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3829_g10638_B,70,34,33,1.1297607422e-01,6.9845415926e-01,9.9999378368e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3863_g10685_B,68,33,32,1.1279296875e-01,6.9783110943e-01,9.9999365404e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g5949_g11407_B,100,48,43,4.6091556549e-02,3.7616903308e-01,9.9107374492e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2689_g11554_A,100,60,49,9.7491101585e-04,9.7064508446e-03,9.2932721870e-02,6.2295342222e-01,9.9994193024e-01,1.0000000000e+00
g2479_II6467_B,1,2,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2776_II6666_A,100,36,25,2.6025772095e-03,2.5723074522e-02,2.2940857929e-01,9.2616849941e-01,1.0000000000e+00,1.0000000000e+00
g2938_II6747_A,8,6,5,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2760_II6988_A,100,183,45,7.9317758791e-03,7.6545728855e-02,5.4902346726e-01,9.9965203190e-01,1.0000000000e+00,1.0000000000e+00
g4099_II7863_A,4,7,7,1.1718750000e-01,7.1246895791e-01,9.9999613769e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3685_II8178_A,4,8,8,5.8593750000e-02,4.5327268444e-01,9.9761379514e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4455_II8479_A,16,26,5,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4374_II8677_A,100,36,23,2.6934146881e-03,2.6610028864e-02,2.3639515757e-01,9.3259583419e-01,1.0000000000e+00,1.0000000000e+00
g677_g3284_B,99,31,30,5.5503286421e-04,5.5364863737e-03,5.4005662046e-02,4.2603505271e-01,9.9611980365e-01,1.0000000000e+00
g599_g3056_B,100,43,34,3.1165480614e-03,3.0732014120e-02,2.6812201137e-01,9.5590525264e-01,1.0000000000e+00,1.0000000000e+00
g496_g4771_A,100,152,91,4.8509240150e-04,4.8403485426e-03,4.7362675518e-02,3.8443214571e-01,9.9218805236e-01,1.0000000000e+00
g396_g4736_A,100,152,93,4.8451125622e-04,4.8345623973e-03,4.7307284986e-02,3.8407413377e-01,9.9214249928e-01,1.0000000000e+00
g2998_g10382_B,36,112,33,7.5439453125e-02,5.4359166021e-01,9.9960777460e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g798_g2534_A,2,12,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g936_g2756_A,1,4,4,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g166_g5695_A,3,7,6,3.9062500000e-01,9.9293932323e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g296_g6348_A,3,7,6,1.0937500000e-01,6.8598614042e-01,9.9999067845e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g664_g8068_A,1,12,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
g664_g8185_A,19,12,11,4.6533203125e-01,9.9809084289e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g695_g8406_A,24,21,12,4.5678710938e-01,9.9776282131e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g901_g9595_A,2,263,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g944_g9651_A,2,291,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g266_g9690_A,2,263,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g3863_g10686_B,68,33,32,1.1279296875e-01,6.9783110943e-01,9.9999365404e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2479_II6469_A,1,2,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2760_II6989_A,100,183,41,8.1393496948e-03,7.8476085475e-02,5.5836233906e-01,9.9971773241e-01,1.0000000000e+00,1.0000000000e+00
g4099_II7864_A,4,7,7,1.1718750000e-01,7.1246895791e-01,9.9999613769e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1786_II8178_B,1,8,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
g3685_II8179_A,4,8,8,5.8593750000e-02,4.5327268444e-01,9.9761379514e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2998_g10383_B,35,112,32,7.5317382813e-02,5.4298870325e-01,9.9960256203e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g158_g5686_A,3,7,6,3.9062500000e-01,9.9293932323e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g139_g5687_A,3,7,6,3.9062500000e-01,9.9293932323e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g357_g6639_A,2,159,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g869_g7135_A,100,183,53,5.3544306196e-02,4.2322970841e-01,9.9592592682e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g709_g7718_A,68,21,21,7.8067779541e-03,7.5381541411e-02,5.4330569905e-01,9.9960531018e-01,1.0000000000e+00,1.0000000000e+00
