fault name,cube num,test relation PI,BDD Var num
II4526,7,7,7
II4921,7,8,8
II5209,100,17,15
II5227,100,179,20
II6028,100,179,18
g143,100,24,21
II7208,67,18,18
g152,100,24,22
II7216,47,18,18
g161,100,24,23
II7225,33,18,18
g170,100,24,23
II7244,80,18,18
II7441,15,16,16
II7522,44,23,23
II7541,100,23,23
II9052,100,74,26
II8136,7,59,19
II8127,7,57,19
II8118,7,57,19
II1970,100,89,58
II3914,100,97,65
II3933,100,97,63
II7541,60,23,23
g260_II2013_B,100,89,51
II2072_II2073_B,100,21,12
II2108_II2109_B,2,3,3
II3125_II3126_B,17,14,13
II8201_II8202_B,100,123,36
g702,2,163,1
g306,100,103,103
g314,100,103,103
g107,100,99,26
g323,50,51,20
g332,100,100,32
g441,100,75,21
g414,100,77,21
g422,100,75,21
II8082,9,59,21
II8370,21,57,16
II8208,100,61,40
II1952,100,89,56
II1961,100,89,59
g242,100,141,62
g512,100,100,81
g224,100,141,61
g504,100,102,74
g260,100,141,48
g602,2,16,2
g341,44,51,20
II2528,4,59,6
g710,49,97,15
II2681,2,4,4
II2933,5,11,8
II3168,100,21,12
II3177,13,57,8
g135,28,97,15
II3446,4,57,7
II3455,10,57,10
II4184,19,54,10
II4445,2,6,6
II4526,2,7,7
II4545,21,11,11
II5228,100,179,20
II5292,8,8,8
II5309,100,123,28
II5535,9,9,9
II6390,100,17,15
g143,100,24,22
II7208,48,18,18
II7217,35,18,18
g152,100,24,22
g161,100,24,24
g170,100,24,23
II7244,32,18,18
II7433,23,18,17
II7550,41,23,23
II8137,9,59,22
II9064,100,61,40
II8209,7,61,19
II1962,100,89,58
II1971,100,89,58
II1980,100,89,56
II3915,100,97,65
II3933,100,97,64
II3952,100,97,64
II3970,100,97,64
II7434,3,18,16
g1250_g4000_A,21,83,10
g532_II2013_A,100,89,46
g260_II2015_A,100,89,55
g3_II2060_B,100,21,12
II2072_II2074_B,100,21,12
g830_II2300_A,5,11,7
II3125_II3127_B,17,14,13
g135_II3400_A,9,9,8
II8201_II8203_B,100,123,36
g702,2,163,1
g306,100,103,103
g117,6,4,4
II2574,100,152,34
g910,100,74,25
g406,100,80,21
g441,100,75,21
g414,100,77,21
g370,27,25,13
g541,100,90,71
g901,100,85,84
II8128,13,57,21
II8119,13,57,21
II1953,100,89,53
g504,100,102,74
g532,100,102,49
II2089,100,21,12
II2674,13,9,9
II2682,2,4,4
g613,4,16,2
II2934,13,11,11
II3168,100,21,12
II3177,7,57,10
g135,30,97,15
II3447,7,57,7
II3456,4,57,7
II4159,6,6,6
II4446,5,6,6
II4527,2,7,7
II4545,5,11,10
g622,7,16,2
II4941,21,11,11
II5257,100,179,20
II5292,2,8,8
II5535,2,9,9
II5760,8,82,9
II6175,10,10,10
g631,10,16,2
II6390,100,17,15
II6660,100,17,15
II7209,23,18,18
II7218,36,18,18
II7237,83,18,18
II7245,64,18,18
g361,100,31,26
II7534,100,23,23
II7542,56,23,23
II4008_II4009_B,100,97,64
II7311_II7312_B,2,16,16
II8345,14,59,23
II8138,9,59,21
II9065,8,61,19
II3916,100,97,65
II3934,100,97,65
II3952,100,97,64
g290,100,97,63
II3970,100,97,64
g2010_g4500_B,100,55,53
g532_II2014_A,100,89,56
g254_II2021_B,100,89,55
g3_II2062_A,100,21,12
II2244_II2245_B,2,3,3
II4233_II4234_B,4,54,10
II7230_II7231_B,40,18,18
g118,6,4,4
II2566,100,142,38
g910,100,74,25
g128,53,97,15
g119,6,82,4
g434,23,81,35
g406,100,80,21
g461,100,79,21
g551,21,81,33
g370,27,25,13
g541,100,90,63
g901,100,85,35
II8129,5,57,17
g524,100,99,76
II1963,100,89,58
g236,100,141,63
g218,100,141,59
g532,100,102,56
g254,100,141,56
g7,6,21,1
II2089,100,21,12
g830,37,51,20
g821,100,152,46
II2674,5,9,7
II2683,3,4,4
g613,4,16,2
II2935,9,11,8
II3169,100,21,12
II3178,4,57,8
II3188,13,57,8
II3457,7,57,7
II4159,2,6,6
II4528,6,7,7
II4546,5,11,11
g353,39,51,20
g622,7,16,2
g650,2,109,1
II5195,100,17,15
II5257,100,179,20
II5293,2,8,8
II5536,2,9,9
II5761,5,82,8
II6175,2,10,10
II6185,100,17,15
II6194,10,10,10
g631,10,16,2
II6391,100,17,15
II6473,11,16,11
II6661,100,17,15
II6743,12,16,12
II7237,33,18,18
II7246,23,18,18
g361,100,31,28
II7534,66,23,23
II7543,45,23,23
II7562,100,23,23
II7570,96,23,23
II7311_II7313_B,2,16,16
g560,3,54,13
II8346,8,59,19
II9057,100,61,40
g930,100,89,54
II3846,100,97,64
II3935,100,97,65
II3953,100,97,65
g290,100,97,64
II3971,100,97,64
g291,100,97,64
II6473,6,16,16
II6743,5,16,16
g254_II2023_A,100,89,59
II2244_II2246_B,2,3,3
II4233_II4235_B,4,54,10
II7230_II7232_B,39,18,18
g326,6,4,4
g128,29,97,15
g119,6,82,4
g434,23,81,35
g453,100,77,21
g426,100,82,21
g461,100,79,21
g551,21,81,33
g390,27,25,13
II9066,27,61,21
g524,100,99,74
g516,100,99,77
g236,100,141,48
g218,100,141,64
g254,100,141,48
g7,6,21,1
g830,100,51,20
g821,100,152,44
II2675,9,9,9
II2766,100,142,36
g345,66,51,20
II3179,10,57,8
II3188,7,57,10
g642,2,109,1
g804,100,152,32
g606,2,109,1
II4547,17,11,10
g353,44,51,20
II4782,7,7,7
g650,2,109,1
II5187,100,17,15
II5195,100,17,15
II5258,100,179,20
II5294,7,8,8
II5537,8,9,9
II6176,2,10,10
II6185,100,17,15
II6194,2,10,10
II6392,100,17,15
II7238,60,18,18
II7527,100,23,23
II7535,54,23,23
II7562,53,23,23
II7571,32,23,23
g471,100,142,35
g111_II7432_A,3,18,16
g561,3,57,13
II9058,8,61,19
II3846,100,97,65
II3874,100,97,65
II3954,100,97,64
II3972,100,97,64
g291,100,97,62
II3990,100,97,64
g292,100,97,65
II6744,2,16,12
g7_II2060_A,100,21,12
g610_II2108_B,2,3,3
g602_II2108_A,2,3,3
II2299_II2300_B,5,11,7
II2506_II2507_B,100,21,12
II2542_II2543_B,13,59,10
II5242_II5243_B,100,179,20
II7208_II7210_B,47,18,18
g327,6,4,4
g913,100,164,55
g714,21,97,15
g921,2,82,5
g319,100,99,51
g706,74,31,31
g193,23,20,5
g157,21,20,11
g166,21,20,11
g175,21,20,11
g184,21,20,11
g445,100,75,21
g418,100,75,21
g453,100,77,21
g426,100,82,21
g148,21,20,11
g382,27,25,13
g390,27,25,13
g760,100,142,38
g328,6,74,4
II8347,9,59,22
II8356,18,59,25
g516,100,99,75
g508,100,100,76
II2299,21,11,11
II2497,100,21,12
II2676,5,9,7
II2766,100,142,36
g634,2,109,1
g345,39,51,20
II3189,4,57,8
g616,5,16,2
g642,2,109,1
II3739,21,11,11
g139,27,97,15
g804,100,152,34
g606,2,109,1
II4782,2,7,7
II5187,100,17,15
II5196,100,17,15
II5259,100,179,20
II5269,100,179,20
g625,8,16,2
II5647,100,179,20
II5782,9,9,9
II6177,9,10,10
g571,2,109,1
II6186,100,17,15
II6195,2,10,10
II6474,2,16,11
II7239,27,18,18
II7527,67,23,23
II7536,47,23,23
II7555,100,23,23
II7563,87,23,23
g471,100,142,36
II8194,100,113,36
g471_II5300_A,100,113,28
g931,100,31,31
g940,100,31,31
g716,56,24,23
g562,3,57,13
II8348,9,59,21
II8357,8,59,19
II8393,47,54,33
II7970,7,61,19
g284,100,97,64
II3847,100,97,65
II3874,100,97,65
II3893,100,97,65
g292,100,97,65
II7555,53,23,23
g1011_g1514_B,65,105,51
g528_II2021_A,100,89,55
g7_II2061_A,100,21,12
g602_II2109_A,2,3,3
II2299_II2301_B,5,11,7
II2506_II2508_B,100,21,12
II2542_II2544_B,13,59,10
g804_II4210_B,4,54,10
II5242_II5244_B,100,179,20
g170_II7230_A,28,18,18
g111_II7433_A,23,18,17
g266,2,106,1
g913,100,164,130
g715,18,97,15
g319,100,99,51
g905,100,74,74
g338,100,51,20
II5359,100,83,52
g706,100,31,31
g193,23,20,5
g157,21,20,11
g166,21,20,11
g175,21,20,11
g184,21,20,11
g536,100,91,64
g437,100,82,21
g445,100,75,21
g418,100,75,21
g545,21,82,33
g554,21,81,33
g293,100,101,49
g148,22,20,11
g374,27,25,13
g382,27,25,13
g932,100,82,74
g760,100,142,19
g815,100,152,38
g328,6,74,4
g923,33,32,12
II9059,24,61,21
g248,100,141,56
g508,100,100,73
II1994,100,89,51
II2299,5,11,7
II2497,100,21,12
II2767,100,142,18
II2795,100,152,37
g634,2,109,1
g941,100,89,55
g950,100,89,53
II3398,13,9,9
g616,5,16,2
II3739,5,11,9
g139,30,97,15
g743,100,142,41
II4783,2,7,7
II4919,8,8,8
II5188,100,17,15
II5197,100,17,15
II5269,100,179,20
g625,8,16,2
II5647,100,179,20
II5657,100,179,20
II5782,2,9,9
g571,2,109,1
II6187,100,17,15
II6196,9,10,10
II6475,10,16,11
II6745,11,16,12
II6962,13,16,13
II7097,14,16,14
g590,51,24,15
II7439,16,16,16
II7528,49,23,23
II7564,34,23,23
II8194,100,113,36
g3002_g3511_B,100,82,51
g3002_g3520_B,100,82,50
g471_II5301_A,100,113,28
g716,60,24,23
g563,3,59,13
II8385,31,54,33
II8394,8,54,19
g284,100,97,65
II3848,100,97,64
g285,100,97,64
II3875,100,97,64
II3893,100,97,65
II6962,4,16,16
II7097,3,16,16
II7556,76,23,23
g1060_g3140_B,2,99,8
g528_II2022_A,100,89,55
II3168_II3170_B,100,21,12
g804_II4212_A,16,54,10
II5207_II5208_B,100,17,15
II6026_II6027_B,100,179,20
II7223_II7224_B,43,18,18
g170_II7231_A,43,18,18
II7520_II7521_B,58,23,23
II9050_II9051_B,100,74,26
g266,2,106,1
g905,100,74,74
g338,44,51,20
g492,71,68,33
g536,100,91,65
g437,100,82,21
g564,2,59,1
g672,100,60,12
g545,21,82,33
g554,21,81,33
g293,100,101,67
g374,27,25,13
g366,29,25,13
g465,100,81,46
g932,100,82,74
g815,100,152,18
g923,33,32,12
II8349,35,59,40
II8079,15,59,23
II8358,9,59,22
II8367,24,57,27
II8376,52,57,33
II7980,13,54,19
II7971,13,61,19
g248,100,141,48
II1986,100,89,51
II1994,100,89,56
g528,100,99,78
II2498,100,21,12
II2768,100,142,37
II2795,100,152,36
II3398,5,9,8
g743,100,142,37
II4784,6,7,7
II4919,2,8,8
g357,38,51,20
II5189,100,17,15
g654,2,109,1
II5648,100,179,20
II5657,100,179,20
II5766,100,17,15
II5783,2,9,9
g582,100,24,15
g590,49,24,15
II7529,51,23,23
II7548,100,23,23
II8195,100,113,36
g1411_g3502_A,100,31,31
g861,30,24,23
g942,88,31,31
g951,33,31,31
g952,100,127,86
II8368,8,57,19
II8377,8,57,19
II8386,8,54,19
II8773,100,82,57
II1969,100,89,36
g285,100,97,64
II3876,100,97,65
g286,100,97,65
II3894,100,97,65
II6963,2,16,13
II7098,2,16,14
II7548,56,23,23
II8196,100,113,36
II2089_II2090_B,100,21,12
II3398_II3400_B,5,9,8
II4159_II4160_B,2,6,6
II5207_II5209_B,100,17,15
II6026_II6028_B,100,179,15
g161_II7223_A,39,18,18
II7223_II7225_B,44,18,18
II7520_II7522_B,69,23,23
II9050_II9052_B,100,74,26
g862,100,99,99
g834,58,51,20
g492,76,68,33
g457,100,80,21
g564,2,59,1
g672,100,60,12
g394,27,25,13
g366,28,25,13
g465,100,81,46
g754,100,142,18
II8359,9,59,21
II7990,5,54,16
II7981,5,54,16
II8395,26,54,21
II7972,5,61,16
II1978,100,89,45
II1986,100,89,58
II1995,100,89,53
g528,100,99,80
II2499,100,21,12
II2796,100,152,37
g736,100,142,38
II3399,5,9,9
II3697,5,5,5
g349,66,51,20
g619,6,16,2
g646,2,109,1
II4939,21,11,11
g357,44,51,20
g654,2,109,1
II5649,100,179,20
II5658,100,179,20
II5766,100,17,15
II5784,8,9,9
g628,9,16,2
g582,100,24,15
g574,17,24,7
II7557,39,23,23
II7576,100,23,23
g943,3,4,4
g1402_g3502_B,100,31,31
g1543_g2101_B,17,105,27
g2410_g3133_B,33,74,28
g971,100,108,74
g952,100,127,84
II8369,9,57,19
II8774,100,82,56
II1996,100,89,56
g286,100,97,65
II3895,100,97,65
g287,100,97,64
II7549,74,23,23
g1402_g2026_B,7,36,15
g3425_g4000_B,5,83,10
g230_II1980_A,100,89,56
II2089_II2091_B,100,21,12
II2526_II2527_B,13,59,10
g616_II3411_B,2,5,5
II4159_II4161_B,2,6,6
II5226_II5227_B,100,179,20
II5307_II5308_B,100,123,28
g161_II7224_A,36,18,18
g862,100,99,51
g835,54,51,20
g449,100,77,21
g457,100,80,21
g548,21,83,33
g386,27,25,13
g394,27,25,13
g754,100,142,19
g809,100,152,19
II8378,9,57,19
II8387,27,54,21
II1969,100,89,55
II1978,100,89,56
II1987,100,89,58
g719,100,142,43
II2797,100,152,37
II2897,4,4,4
g944,100,89,56
g926,100,89,56
g736,100,142,37
g791,100,152,39
II3697,2,5,5
g349,43,51,20
g197,100,133,83
g269,100,133,18
g619,6,16,2
g646,2,109,1
II4939,5,11,11
II5659,100,179,20
II5759,12,82,9
II5767,100,17,15
g628,9,16,2
g980,100,156,81
II6659,100,17,15
II6964,12,16,13
II7099,13,16,14
g574,18,24,7
g179,100,24,22
g188,100,24,23
II7576,41,23,23
g1620_g3140_C,100,99,22
g1402_g3215_B,2,31,20
g557,3,61,13
g287,100,97,65
g288,100,97,65
g310_g901_B,100,85,81
g1206_g3132_B,3,82,6
g520_II1961_A,100,89,53
II2526_II2528_B,13,59,10
g821_II2542_A,4,59,6
g616_II3413_A,4,5,5
g743_II4203_B,4,54,9
II5226_II5228_B,100,179,20
II5307_II5309_B,100,123,28
g152_II7216_A,35,18,18
g361_II7520_A,45,23,23
g971,100,108,108
g639,16,16,16
g836,24,51,20
g873,100,103,56
g449,100,77,21
g548,21,83,33
g297,100,102,55
g378,27,25,13
g386,27,25,13
g809,100,152,19
II8379,21,57,16
II1979,100,89,59
II1988,100,89,59
g567,2,109,1
g719,100,142,45
g774,100,152,44
g918,3,16,3
II2897,2,4,4
g791,100,152,36
g729,100,142,45
II3698,2,5,5
g197,100,133,83
g269,100,133,37
II5759,5,82,8
II5768,100,17,15
g980,100,156,80
II6659,100,17,15
g179,100,24,23
g188,100,24,23
g594,49,24,15
II7569,100,23,23
II7577,100,23,23
g486,5,61,16
g3023_g3521_B,100,83,50
g3023_g3530_B,100,83,50
g3204_g3530_A,100,83,50
g2340_g3215_A,5,31,22
g292_II4008_A,100,97,65
II7432_II7433_B,3,18,16
g945,100,56,41
g558,3,61,13
g288,100,97,64
g289,100,97,64
II3988,100,97,64
g1017_g1514_A,100,105,67
g1436_g2021_B,100,51,20
g3150_g3350_A,100,113,29
g2121_g4271_A,100,112,28
g5025_g5200_B,100,54,45
II1951_II1952_B,100,89,58
g520_II1962_A,100,89,57
g821_II2543_A,4,59,6
g131_II2674_B,9,9,9
II3188_II3190_B,7,57,10
II3445_II3446_B,10,57,10
g139_II4152_A,13,9,9
g743_II4205_A,16,54,9
II4444_II4445_B,2,6,6
g143_II7208_A,34,18,18
II7216_II7217_B,46,18,18
g152_II7217_A,30,18,18
g361_II7521_A,25,23,23
g658,100,164,128
g639,18,16,16
g837,21,51,20
g873,100,103,100
g496,68,68,33
g297,100,102,60
g378,27,25,13
g567,2,109,1
g766,100,142,42
g774,100,152,45
g918,5,16,3
II2898,2,4,4
g928,100,89,57
g937,100,89,56
g729,100,142,44
g784,100,152,41
II3699,4,5,5
II6499,100,173,30
g586,100,24,24
g594,55,24,15
II7569,42,23,23
II7578,28,23,23
g478,100,152,39
g486,5,61,16
g1423_g2018_A,100,24,23
